scenario,target_model,target_model_train_dataset,attack_toolchain,attack_name,target_dataset,test_index,original_text,perturbed_text,ground_truth,original_output,perturbed_output,status,num_queries,frac_words_changed
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,466,"Un film dont la réalisation, la mise en scène, la musique sont insuffisantes pour ce polar à la francaise des années 80; quant à l'interprétation elle reste convenable grace au talent de Daniel Auteuil, mais surtout du regretté Marcel Bozzuffi dans le role du commissaire ripoux. L'Arbalète alias Marisa Berenson joue son personnage de facon moyenne, ajoutez des cascades souvent limitées et des seconds roles (mis à part Michel Beaune) trop discrets. Bref un film qui a très mal vieilli, on est loin de ""La Balance"" ou meme du ""Marginal"".","Un film dont la réalisation, la mise en scène, la musique sont insFffisantes pour ce polar à la francaise des années 80; quant à l'interpqétation elle reste convenable grace au talent de Daniel AuteuZil, mais surtout du regretté Marcel ozzuffi dans le role du commissaire rpioux. L'Arbalète alias Marisa Berenson joue son personnaSge de facon moyenne, ajoutez des cascdaes souvent limitées et des seconds roles (mis à part Micnel Beaune) trop discrets. Brfe un film qui a Vrès mIl vieilsli, on est loin de ""La Balance"" ou mem du ""Marginal"".",0,"[0.9996569156646729, 0.0003431089280638844]","[0.41230806708335876, 0.5876918435096741]",success,149,0.1444444444444444
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,467,"Film d'horreur très angoissant avec de bons acteurs et un scénario qui tient en haleine !!! De bons sursauts, des moments de tension intense... tout est réuni pour passer un bon moment. Deux petits bémols selon moi, une fin un peu trop molle vu le potentiel et le diable qui est mal représenté mais dans l'ensemble, on flippe bien et comparé aux bouses bourrées d'effets spéciaux qui sortent ces dernières années sur grand écran (Poltergeist, Insidious..) ce film tient la route et fait frémir !!!","Film d'horreur rès angoissnat avec de bons acteurs et un scénario qu tient en haleine !!! De bons sYrsauts, des moments de tension intense... tout est rénui pour passer un bon omment. Deux petits bémls selon moi, une fn un peu trop molle vu le potentiel et le diable qui est mal représenté mis dans l'ensemble, on flJppe bien et compaér acx bouses bourrées d'effets spéciaux qui sortent ces dernières années sur grand écran (Poltergeist, Insidious..) cme ilm tient la route te fat frméir !!!",1,"[0.0012783993734046817, 0.9987215399742126]","[0.76366126537323, 0.2363387793302536]",success,182,0.2048192771084337
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,468,"Même si beaucoup de personnes resteront persuadées que Michael Jackson n'était pas en forme au moment de sa mort, je trouve que ce film démontre totalement le contraire. Certes, les images utilisées ne devaient pas montrer MJ fatigué, c'était dans le contrat. Mais ce film se devait tout d'abord de préserver la légende et le mythe Michael Jackson. Enfin un film qui montre à l'oeuvre l'un des plus grands artistes de tous les temps. On peut enfin observer le perfectionnisme de Michael Jackson dans toute sa splendeur, et on ne peut que remarquer qu'il n'avait rien perdu de son talent et de sa légendaire humilité. Des frissons, des rires, quelques pleurs pour certains, quoiqu'il en soit, le film n'a laissé personne indifférent. Il a permis aux fans de savourer chaque instant, et aux autres de connaître un peu mieux cet homme qui n'était autre que la bonté personnifiée. On ajoute à ça les décors, quelques aperçus des préparatifs incroyables qui avaient été mis en place pour la série de concerts, et on se dit qu'à 3 semaines près, on est tout simplement passés à côté du plus grand événement musical du millénaire. Mais c'est également ça qui entretiendra sa légende et, même si c'est malheureux à dire, sa mort restera toujours mystérieuse, foudroyante et tragique. Et c'est avec un sentiment étrange qu'on se dit que pour un artiste de cette grandeur, qui a eu un tel impact sur le monde entier, cette mort signe une fin absolument gigantesque qui restera à jamais dans les mémoires. La fin tragique DU Michael Jackson, qui n'avait pas touché à la scène depuis 10 ans, qui était prêt à remonter sur scène et qui n'a même pas pu commencer ce projet à 20 jours près afin de prouver qu'il en était encore capable. Ce film est simplement un pur bijou, mais ce n'est vraiment rien à côté de ce qu'il nous avait préparé...","Même si beaucoup de personnes resteront persuadées que Michael Jackson n'était pas en forme au moment de sa mort, je trouve que ce film démontre totalement le contraire. Certes, les images utilisées ne devaient pas montrer MJ fatigué, c'était dans le contrat. Mais ce film e devait tout d'abord de préserver la légende et le mythe Michael Jackson. Enfin un film qui montre à l'oeuvre l'un des plus grands artistes de tous les temps. On peut enfin observer le perfectionnisme de Michael Jackson dans toute sa splendeur, et on ne peut que remarquer qu'il n'avait rien perdu de son talent et de sa légendaire humilité. Des frissons, des rires, quelques pleurs pour certains, quoiqu'il en soit, le film n'a laissé opersonne idifférent. Il a permis aux fans de savourer chaque instant, et aux autres de connaître un peu mieux cet homme qui n'était autre que la bonté personnifiée. On ajHute à ça les décors, quelques aperçus des préparatifs incroyables qui avaient été mis en place pour la série de concerts, et on se dit qu'à 3 semaines près, on est tout simplement passés à côté du plus grand événement musical du millénaire. Mais c'cest également a qui entretiendra sa légende et, même si c'est malheureux à dire, sa mort restera toujours mystérieuse, foudroyante et tragique. Et c'est avec un sentiment étrange qu'on se it que pour un artiste de cette grandeur, qui a eu un tel impact sur le monde entier, cette mort signe une fin absolument gigantesque qui restera à jamais dans les mémoires. La fin tragique DU Michael Jackson, qui n'avait pas touché à la scène depuis 10 ans, qui était prêt à remonter sur scène et qui n'a même pas pu commencer ce projet à 20 jours près afin de prouver qu'il en était encore capable. Ce film est simplement n pur bojou, mais ce G'est vraimment iren à côté de ce qu'il nous avait préparé...",1,"[0.00047578744124621153, 0.9995242357254028]","[0.6000288128852844, 0.3999711871147156]",success,433,0.0376175548589341
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,469,Aurait pu être bien. Cependant il ne fait pas peur. Souffre d'un grand manque d'action et de suspense.,Aurait u être bien. Cependant il ne fait pas peur. Souffre d'un grand anque d'action et de sspense.,0,"[0.9996329545974731, 0.00036704415106214583]","[0.2577996850013733, 0.7422003149986267]",success,43,0.1666666666666666
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,471,"On ressort de ce film en ayant l'impression de n'avoir rien compris, en ayant l'impression de n'être jamais rentré dans l'univers de Depleschin ou alors d'avoir été pris pour un ignorant, de ne pas faire partie de la bobosphère éclairée ayant déclaré que ce film était un chef d'oeuvre (en particulier énormément de critiques de film) . Or ce film est creux, ennuyeux, boursouflé, ayant ni queue ni tête . Pourtant jusqu'àu bout j'ai pensé que j'aurai enfin l'illumination et rien n'est venu . Ce film est nul il faut bien le dire .","On rCssort ed cCe film en ayant l'impression de n'avoir rien compris, en ayant l'impression de n'être jamais rentré dans l'univers de Depleschin ou alors d'avoir été pris pour un ignorant, de ne pas faire partie de la bobosphère éclairée ayant déclaré que ce film était un chef d'oeuvre (en particulier énormément de critiques de film) . Or ce film est cIreux, ennXyeux, boursouflé, ayant ni queue ni tête . Pourtant jusqu'àu bout j'ai pensé que j'aurai enfin l'illumination et rien n'est venu . Ce film ets nlu il faut bien le dire .",0,"[0.9998051524162292, 0.00019488504040054977]","[0.49505192041397095, 0.504948079586029]",success,119,0.0777777777777777
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,472,"Une pure merveille de Dreamworks, les différents contes pour enfants revisités à la sauce Shrek sont un pur moment de délire et de drôlerie. Difficile de choisir dans le tas une scène marquante. Du pur bonheur pour les petits et sûrement plus pour les grands.","Une pure mervelle de Dreamworks, les différents contes pour enfants revisités à la sauce Shrek sont un pur momeet de délire et de rdôlerie. Difficile de chiosir dans le tas une scène marquante. Du puur bonheru pour les petits t sûrement plus pour les garnds.",1,"[0.0008359425701200962, 0.9991641044616699]","[0.8034313321113586, 0.19656866788864136]",success,86,0.1777777777777777
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,473,Créer un compte pour dire à quel point ce film est une arnaque zéro jeux d acteurs décors pitoyable ou l on entend des cigales en pleins désert le bruits des vagues et la caravane digne d une série b de TF1 pour traiter d un sujet si complexe au secours !!!!! À ne pas voir absolument,Créer un compte pour dire à quel point ce film est une arnaque zéro jeux d acteDurs décros bitoyable ou l on entend es cigales en pleins désert le bruits devs vages et la caravane digne d nue série b de GTF1 poyur traiter d un suje si complexe gu secours !!!!! À ne pavs vorr absolument,0,"[0.9992883801460266, 0.0007116147316992283]","[0.46208566427230835, 0.5379143953323364]",success,152,0.2321428571428571
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,474,"Denzel Washington est probablement l'un des acteurs américains les plus mal exploités par l'industrie hollywoodienne : incroyable de voir un tel talent de comédien gâché par une succession de productions furieusement calibrées, dénuées d'âme et de style ! En ce sens le film de Norman Jewison témoigne parfaitement de cette cruelle réalité : Denzel y est impressionnant, conciliant charisme et stoïcisme avec une virtuosité difficilement contestable. Pour le reste Hurricane Carter est un produit standard sans audaces, déjà vu des centaines de fois dans le paysage du cinéma des années 90 : musique sirupeuse, dialogues ronflants et recyclés jusqu'à l'épuisement, cadrages proprets, montage saisissant de platitude... Bref l'ensemble est franchement médiocre mais miraculeusement sauvé par la prestation magnétique de Denzel Washington, acteur que peu de cinéastes ont su diriger à la hauteur de son potentiel - Jonathan Demme peut-être ? Hurricane Carter s'oublie vite, un peu comme on évaluerait une composition correcte d'élève de seconde... Dommage.","Denzel Washington est probablement l'un des acteurs américains les plus mal exploités par l'industrie hollywoodienne : incroyable de voir un tel talent de comédien gâché par une succession de productions furieusement calibrées, dénuées d'âme et de style ! En ce sens le film de Norman Jewison témoigne parfaitement de cette cruelle réalité : Denzel y est impressionnant, conciliant charisme et stoïcisme avec une virtuosité difficilement contestable. Pour le reste Hurricane Carter est un produit standard ans audaces, déjà vu des centaines de fois dans le paysage du cinéma des années 90 : musique sirupeuse, dialogues ronflants et recyclés jusqu'à l'épuisement, cadrages proprets, montage saisissant de plaitude... Bref l'ensemble est franchement médiore mais miraculeusement suvé par la prestation magnétique de Denzel Washington, acteur que peu de cinéastes ont su diriger à la hauteur de son potentiel - Jonathan Demme peut-être ? Hurricane Carter s'oublie vite, un peu comme on évaluerait une composition correcte d'élève de seconde... Dommage.",0,"[0.9997730851173401, 0.00022692239144816995]","[0.04019217938184738, 0.959807813167572]",success,173,0.0266666666666666
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,475,"j'ai eu du mal à le trouver ce film, finalement je l'ai chopé un soir sur m6 . je trouve qu'il est sous estimé, il est prenant et puis il y a une critique sociale sur les dechets radioactifs dont veulent se débarrasser les autorités, avec ce petit plus, il arrive tout juste aux 3 étoiles .","jZai Beu du mal à le trover ce film, finalemnt j 'ai Chopé un soir sur m6 . e trouev qu'il est sous estimné, il est prenatn pet puis il y a une fritique sociale sur les dechets radioactifs dont veulent se débarrasser les autorités, avec ce petit plus, il arive tout juste aux 3 éotiles .",1,"[0.0012012056540697813, 0.9987987279891968]","[0.7253503203392029, 0.2746496796607971]",success,126,0.2727272727272727
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,476,"Un des meilleurs film du tandem Spencer-Hill mais un des moins connus. Une musique entrainante, des bastons exceptionelles (celle dans la salle de sport est géniale !!), des scènes hilarantes (celle de la fête foraine, de la chorale, de la poursuite à moto)et des blagues à gogo. Bud et Terence sont au meilleur de leur forme !!! Un film culte et mythique !!!!","nU de melileurs film du tandem Spencer-Hill mais un des moinZ cotnus. Une musique entrainante, des bastons exceptionelles (celle dans la salle de sport est géniale !!), des scènes hilaranrtes (celle de la fête foraine, de la chorale, de la poursuite à moto)t des blagues à gogo. Bud et Terence sont au meilleur de leur forme !!! NUn ilm clte te mythique !!!!",1,"[0.0006431349902413785, 0.9993569254875183]","[0.5824486017227173, 0.4175513982772827]",success,122,0.180327868852459
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,477,Un excellent film qui réunit le monde de Tim Burton! Culte,Un excEellent film ui rénuit le monde ie Tim Burton! Cuulte,1,"[0.0004955094773322344, 0.9995044469833374]","[0.5822125673294067, 0.41778743267059326]",success,34,0.4545454545454545
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,478,"Les Bronzés, premier du nom m'avait relativement déçu. Mais bon, j'ai gardé espoir en cette saga, et j'ai regardé le second volet dont on m'avait dit qu'il était meilleur que le premier. Et bien là j'ai été satisfait, là je me suis bien marré. On retrouve notre troupe d'amis, mais là, leur caractère est poussé au maximum dans l'excentricité, les gags s'enchaînent et sont bien écrits. Là où le premier m'avait déçu, c'est que les personnages étaient normaux, et que le récit suivait une continuité d'événements normaux, mais là, il n'y a pas de continuité : les gags s'enchaînent sans que leur ordre soit important, les situations sont loufoques et délirantes et on rit ! D'autant plus que les dialogues sont efficaces. On a un Jean-Claude Dusse toujours aussi ridicule et les autres personnages ont leur caractère très évolué et bien poussé, sauf, et là on arrive au gros hic du film : Christiane et Gigi qui sont des personnages banaux par rapport aux autres. C'est dommage, leur caractère aurait pu être plus développé dans l'excès. Les Bronzés font du ski est une suite bien meilleure que le précédent. Même si le film n'atteint pas la puissance comique du Père Noël est une ordure ou du Dîner de cons, c'est quand même drôle et rafraîchissant. À voir.","Les Bronzés, premier du nom m'avait relativement déçu. Mais bon, j'ai gardé espoir en cette saga, et j'ai regardé le second volet dont on m'avait dit qu'il était meilleur que le premier. Et bien là j'ai été satifsait, là je me suis bien marré. On retrouve notre troupe d'amis, mais là, leur caractère est poussé au maximum dans l'excentricité, les gags s'enchaînent et sont bien écrits. Là où le premier m'avait déçu, c'est que les personnages étaient normaux, et que le récit suivait une continuité d'événements normaux, mais là, il n'y a pas de continuité : les gags s'enchaînent sans que leur ordre soit important, les situations sont loufoques et délirantes et on rit ! D'autant plus que les dialogues sont effichaces. On a un Jean-Claude Dusse toujours aussi ridicule et les autres personnages ont leur caractère très évolué et bien poussé, sauf, et là on arrive au gros hic jdu flim : Christiane et Gigi qui sont des personnages banaux par rapport aux autres. C'eBst dommage, leur caractère aurait pu être plus développé dans l'excès. Les Bronzés font du ski est une suite bein melileure uue le précédent. Même si le film n'atteint pas la puissance comique du Père Noël est une ordure o du Dîner de cons, c'est quand même drôle et rafraîchissant. À voir.",1,"[0.0030526970513164997, 0.9969473481178284]","[0.5556798577308655, 0.44432011246681213]",success,245,0.0420560747663551
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,479,"Qu'est-ce qu'à bien pu faire Tim Burton dans ce projet ?! Toute la substance du livre et du film de Schaffner a ici disparu pour un film fantastique très classique. On ne reconnait pas la patte de Burton, on ressent tout le poids du studio derrière. Les Effets spéciaux sont réussis évidemment (et encore heureux !) après 30 ans. Il ne s'agit ni plus ni moins qu'un banal film SF avec Ken et Barbie qui court partout (pour reprendre une expression !).","Qu'est-ce qu'à bien pu faire Tim Burton dans ce projet ?! Toute la substance du livre et du film de Schaffner a ici Edisparu pour un film fantastique très classique. On ne reconnat pas la patte de Burton, on ressent tout le poids du studio derrière. Les Effets spéciaux sont réussis évidemment (et encore heureux !) après 30 ans. Il ne s'agit ni plus ni moins qu'un banal film SF avec Ken et Barbie qui court partout (pour reprendre une expression !).",0,"[0.9995884299278259, 0.0004115658812224865]","[0.04766084626317024, 0.9523391723632812]",success,86,0.0253164556962025
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,480,"C'est creux, c'est plat, je n'ai absolument ressenti aucune émotion envers les personnages tellement la réalisation est juste inexistante. C'est long, ça se regarde, mais sans réel plaisir pour ma part. J'étais quand même content quand le film était fini.","C'est creOux, c'est plaWt, je a'ai absolument ressenti aucune émotion envers les personnages tellement la réalisation est juste iVexistante. C'est long, ça se regarde, mais ans réel plaisir pour ma pNrt. J'étaiis quadd même Iontent quand le film était fini.",0,"[0.9998036026954651, 0.000196410997887142]","[0.014106614515185356, 0.9858933687210083]",success,76,0.225
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,481,"Très très beau film! J'ai été très touchée par les errances sentimentales et sexuelles de la jeune héroïne... on parle rarement d'une façon aussi vraie de l'adolescence féminine. Rose n'a rien d'un ange, elle est pourtant très attachante. Elle est menteuse, mauvaise, au bord de l'explosion sexuelle... mais pas séductrice pour autant (par manque d'expérience, peut-être par caractère aussi), parfois dépassée par les événements et pourtant toujours furieusement aux commandes. Elle apprend à se connaitre sans peur de se blesser, ni des dommages collatéraux. Merci à la réalisatrice de nous avoir évité les clichés sur les jeunes filles pour nous livrer un portrait très juste!","Très très beu fBilm! J'ai été très toLuchée par les errances sentimentales et sexuelles de la jeune héroïne... on parle rarement d'une façon aussi vraie de l'adolescence féminine. Rose n'a rien d'un ange, elle est pourtant très attachante. Elle est menteuse, mauvaise, au bord de l'explosion sexuelle... mais pas séductrice pour autant (par manque d'expérience, peut-être par caractère aussi), parfois dépassée par les événements et pourtant toujours furieusement aux commandes. Elle apprend à se connaitre sans peur de se blesser, ni des dommages collatéraux. Merci à la réalisatrice de nous avoir véité les clichés sur les jeunes filles pour nous livrer un potrrait mtrès jusPe!",1,"[0.0004561658715829253, 0.9995438456535339]","[0.5395117998123169, 0.4604881703853607]",success,137,0.0666666666666666
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,482,"Un film qui se veut résolument noir, développant le thème archiconnu de la machination amoureuse. Dans le ton, Gabriel Le Bomin se situe ostensiblement du côté de feu Claude Chabrol sans en avoir l'œil perçant et malicieux propre à créer une connivence immédiate avec ses personnages . Tout est cousu de fil blanc dans ce scénario plus qu'improbable où deux petites frappes parviennent grâce au charme vénéneux de Laura Smet assez convaincante, à endormir un richissime commissaire priseur de Genève. C'est sans compter sur le frère de Berling (Grégori Dérangère) qui profite de la cupidité des petits malfrats pour assouvir sa vengeance sur un frère qui lui a toujours été préféré. Ce twist final n'ajoute rien à une histoire qui n'a vraiment rien pour nous captiver;","Un film qui se veut résolument noir, développant le thème archiconnu de la machination amoureuse. Dans le ton, Gabriel Le Bomin se situe ostensiblement du côté de feu Claude Chabrol sans en avoir l'œil perçant et malicieux propre à créer une connivence immédiate avec ses personnages . Tout est cousu de fil bSlanc dans ce scénario plus qu'improbable où eux petites frppes parviennent grâce au charme vénéneux de Luara Semt assez conXvaincante, à Sendormir un richissime commissaire nriseur de Genève. 'est sans compter sur le frère de BerlinRg (Grégori Dérangère) qui profite de la cupidité des petits malfrats pour assouvir sa vengeance sur un frère qui lui a toujours été préféré. Ce twist final n'ajoute rien à une histoire qui n'a vraiment rein poir nrous captivrer;",0,"[0.9997089505195618, 0.00029099665698595345]","[0.4742591083049774, 0.5257408618927002]",success,194,0.112
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,483,"C’est un poème vibrant d’émotion qu’a dédié ici M. Davies à sa ville natale, Liverpool. Ce qui n’aurait pu être qu’un simple assemblage d’images d’archives est devenu entre les mains du réalisateur une épopée lyrique, érudite et néanmoins poignante, sur le quotidien ouvrier d’après-guerre. Ces documents d’époque font écho à son propre passé, son enfance baignée dans la religion catholique (avant qu’il ne devienne athée…), son homosexualité, très brièvement évoquée, et enfin le faste de la monarchie alors que sa famille - et le peuple en général - avait à peine de quoi survivre. De sa voix profonde et rocailleuse, le cinéaste, citant des auteurs disparus, soulève de nombreuses interrogations sur le temps et ses corollaires, la perte de l’identité et de la mémoire. Et comme j’ai pu le voir dans certains commentaires, il n’embellit pas le passé, loin de là, montrant par ces images que la vie des Liverpuldiens, en grande majorité appartenant à la classe ouvrière, n’a jamais été facile, et certainement pas davantage au sortir de la guerre ( période qui a vu naître Terence Davies) que dans les années 70 marquant la fin du film. En résumé, un bel hommage d’une grande sincérité, quelque peu mélancolique et désenchanté donc, mais pas forcément triste, simplement lucide avec tout juste ce qu’il faut d’humour…","C’est un poème vPbrant d’émotio qu’a dédié ici M. Davies à sa ville natale, Liverpool. Ce qui n’aurait pu être qu’un simple assemblage d’images d’archives est devenu entre les mains du réalisateur une épopée lyrique, érudite et néanmoins poignante, sur le quotidien ouvrier d’apèrs-guerre. Ces documents d’époque font écho à son propre passé, son enfance baignée dans la religion catholique (avant qu’il ne devienne athée…), son homosexualité, très brièvement évoquée, et enfin le faste de la monarchie alors que sa famille - et le peuple en général - avait à peine de quoi survivre. De sa voix profonde et rocailleuse, le cinéaste, citant des auteurs disparus, soulève de nombreuses interrogations sur le temps et ses corollaires, la perte de l’identité et de la mémoire. Et comme j’ai pu le voir dans certains commentaires, li n’embellit pas le passé, loin de là, montrant par ces images que la vie des Liverpuldiens, en grande majorité appartenant à la classe ouvrière, n’a jamais été facile, et certainement pas davantage au sortir de la guerre ( période qui a vu naître Terence Davies) que dans les années 70 marquant la fin du film. En résumé, un ble hommZage d’une Frande sincérité, quelque peu méalncolique te désenchanté donc, mQais pas forcément triste, simplement lucide avec tout juste cZ qe’il faut d’humour…",1,"[0.0007862797356210649, 0.999213695526123]","[0.7237493991851807, 0.2762506306171417]",success,269,0.0521739130434782
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,484,"The worst film of the year ! Désolé mais des TRES mauvais acteurs, un scénario DÉBILE avec que des clichés réchauffés. Même pas une scène moyennement drôle ! Que s'est-il donc passé avec les fameux producterus de rom-com anglais Working Title ? C'est simple: ils sont totalement A Bout De Souffle....","cThe woJrst film of the year ! Désolé mais des TRES mauvas afteurs, un scénairo DÉBILE vec qzue eds clichJs réchaffés. ême pa une scène moyennement drlle ! uQe s'est-ixl donc assé avec les fameux producterus de rom-com anglais Working Title ? C'est simple: ils sont totalement A But eD SoufflF....",0,"[0.9997890591621399, 0.0002109458000632003]","[0.3758124113082886, 0.6241875886917114]",success,131,0.3958333333333333
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,485,"Quelque soit la situation, il y a toujours une solution! Même quand on n'est dans la mouise, il faut s'accrocher aux petites choses! C'est ce qui permet de remonter la pente petit à petit! Et quand vous avez vraiment tout perdu, le seul truc qui vous fait avancer, c'est que vous n'avez plus rien à perdre! Dans ""SMS"", Guillaume de Tonquèdec va l'apprendre à ses dèpens! Le titre du film est une addiction aux tèlèphones portables! Avec un vrai point de vue sur le roman èponyme de Laurent Bènègui, Gabriel Julien-Laferrière n'arrive malheureusement pas faire mieux que le livre avec un côtè brouillon et poussif! On regrette que le film s'essouffle dans une vaine agitation avec des gags souvent mal agencès! De sorte que cette histoire aux 1001 pèripèties n'atteint jamais au dèlire burlesque! Et c'est plutôt dommage car Guillaume de Tonquèdec est plutôt convaincant dans le rôle principal! Bien meilleur en tout cas que Franck Dubosc qui ne s'investit pas des masses en frère ècologiste! Et puis, il aurait fallu Gèraldine Pailhas dans le rôle de Anne Marivin et Anne Marivin dans le rôle de Gèraldine Pailhas pour qu'on y croit un peu plus! A savoir qu'aucun acteur n'a ètè maltraitè sur ce tournage!Quant à la scène où Guillaume de Tonquèdec est menottè devant son fils, elle rappelle curieusement la sèquence finale de ""La vita è bella"" avec Roberto Benigni et le jeune Giorgio Cantarini...","Quelque soit la situation, il y a toujours une solution! Même quand on n'est dans Va mouise, il faut s'accrocher aux petites choses! C'est ce qui permet dL remonter la pente petit à petit! Et quand vous vaez vraiment tout perdu, le suel truc qu vKous fait avancer, c'est que vous n'avez plus rien à perdre! Dans ""SMS"", Guillaume de Tonquèdec va l'apprendre à ses dèpens! Le titre du film est une addiction aux tèlèphones portables! Avec un vrai point de vue sur le roman èponyme de Laurent Bènègui, Gabriel Julien-Laferrière n'arrive malheureusement pas faire mieux que le livre xvec un côtè brouillon et poussf! O regrette que le film s'essouffle dans une vaine agitation avec des gasg souvent mal agencès! e sorte qu cette histoire aux 1001 pèrpèties n'atteint jamais au dèlire burlesque! Et c'est plutôt dommge ca Guillume de Tonquèdec est pltuôt convaincant ans le rôle prinBipal! BFien meilleur en tout caEs que FrWanck Dubosc qui ne s'investit pas des masses en frère ècologiste! tE puis, il auriat fallu Gèraldine Pailhas dans le rôle de Anne Marivin et Anne Marivin dans le rôle de Gèraldine Pailhas pour qu'on y croit un peu plus! A savoir qu'aucun acteur n'a ètè maltraitè sur ce tournage!Quant à la scène où Guillaume de Tonquèdec est menottè devant son fils, elle rappelle curieusement la sèquence finale de ""La vita è bella"" avec Roberto Benigni et le jeune Giorgio Cantarini...",0,"[0.9997588992118835, 0.0002411106979707256]","[0.8799558877944946, 0.12004415690898895]",failed,380,0.1012658227848101
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,486,"Nul Sans rythme, des dialogues ineptes, une mise en scène confinant au ridicule. On comprend comment se monte les films en France : personne ne lit le scénario, c'est fatiguant. Tout le monde regarde le casting et écoute vaguement le pitch pour y déceler une once d'originalité. Ca prend 30 secondes. Et ca permet de se faire des réunions sympas et de parler du CINEMA Français.","Rul Sans rytme, des dialogues inpetes, une mise en scène confinant au ridicuLle. On comprend comment se monte les films en France : personne ne lit le scénarbo, c'est fatiZguant. Tout le monde regarde le casting et écoute vaguemen le pitch pour y déceler une once d'originalité. Ca prend 30 secondes. Et ca permet de e afire dse réunihons sympas et de pjarler du CINEMA Français.",0,"[0.9998019337654114, 0.00019805745978374034]","[0.07143589854240417, 0.9285640716552734]",success,136,0.1846153846153846
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,488,Freaks de Tod Browning est sans doute le plus grand classique du cinéma américain. Une oeuvre intelligente qui fut un échec à sa sortie qui démontre pourtant que la normalité se révèle dans la tête des gens et non dans leur physique. Un film poignant peuplé de personnages difformes mais vraiment touchants. Quoi de plus beau pour un cinéaste de se faire cracher dessus pour son oeuvre avant une reconnaissance internationale ??? Rien...,Freaks de Tod Browning est sanH doute le plus granod claQsique du cinéma américain. Une oeuvre intelligente qui fut un échec à sa sortie qui démontre pourtant que la normalité se révèle dans la tête des gens et non dans leur physique. Un film poignCnt peuplé de personnages difformes mais vraiment toucrhants. Quoi de plus beau pour un cinéaste de se faire cracher dessus pour son oeuvre avant une reconnaissance internationale ??? Rien...,1,"[0.0007319600554183125, 0.9992679953575134]","[0.956585705280304, 0.04341425746679306]",success,101,0.0694444444444444
sentiment,distilcamembert,allocine,textattack,deepwordbug,allocine,489,"Quelle claque ! Tout est bon : scénario, acteurs, bande son, effets speciaux. TARANTINESQUE ! A voir absolument pour tous les fans d'ovnis cinématographique, de films sortant des sentiers batus, de délires maitrisés; d'humour loufoque, ... GENIAL !","Quelle claqe ! Tout est bog : scénaro, acteurs, bande son, eCfets speciaux. TARANTINESQUE ! A Doir absolument pour tous les fans d'ovnis cinématographique, de films sortant des sentiers batus, de délires maitriisés; d'humour luofoque, ... GENIYAL !",1,"[0.0006311399629339576, 0.9993688464164734]","[0.6777313351631165, 0.32226866483688354]",success,73,0.2424242424242424
